timestamp,demand_kwh,pv_generation_kwh,electricity_price_eur_mwh,electricity_price_eur_kwh,net_load_before_battery_kwh,hour,day_of_week,is_weekend,month,day_of_year
2023-01-01 21:00:00,34.214,0.0,133.92,0.13392,34.214,21,6,1,1,1
2023-01-01 22:00:00,28.798,0.0,118.42,0.11842,28.798,22,6,1,1,1
2023-01-01 23:00:00,26.262,0.0,110.26,0.11026,26.262,23,6,1,1,1
2023-01-02 00:00:00,35.094,0.0,103.96,0.10396,35.094,0,0,0,1,2
2023-01-02 01:00:00,24.534,0.0,96.76,0.09676,24.534,1,0,0,1,2
2023-01-02 02:00:00,28.285,0.0,115.23,0.11523,28.285,2,0,0,1,2
2023-01-02 03:00:00,33.835,0.0,117.03,0.11703,33.835,3,0,0,1,2
2023-01-02 04:00:00,30.839,0.0,94.91,0.09491,30.839,4,0,0,1,2
2023-01-02 05:00:00,35.895,0.0,113.31,0.11331,35.895,5,0,0,1,2
2023-01-02 06:00:00,41.648,0.0,106.97,0.10697,41.648,6,0,0,1,2
2023-01-02 07:00:00,42.892,1.994,108.73,0.10873,40.898,7,0,0,1,2
2023-01-02 08:00:00,62.786,4.243,130.36,0.13036,58.543,8,0,0,1,2
2023-01-02 09:00:00,64.314,3.888,124.71,0.12471,60.426,9,0,0,1,2
2023-01-02 10:00:00,67.716,6.832,122.41,0.12241,60.884,10,0,0,1,2
2023-01-02 11:00:00,67.084,6.655,118.08,0.11808,60.429,11,0,0,1,2
2023-01-02 12:00:00,69.085,4.875,110.7,0.1107,64.21,12,0,0,1,2
2023-01-02 13:00:00,62.65,8.043,89.78,0.08978,54.607,13,0,0,1,2
2023-01-02 14:00:00,60.695,8.537,70.07,0.07007,52.158,14,0,0,1,2
2023-01-02 15:00:00,65.829,5.596,103.17,0.10317,60.233,15,0,0,1,2
2023-01-02 16:00:00,65.998,1.473,97.59,0.09759,64.525,16,0,0,1,2
2023-01-02 17:00:00,61.055,3.023,115.71,0.11571,58.032,17,0,0,1,2
2023-01-02 18:00:00,63.212,1.417,125.66,0.12566,61.795,18,0,0,1,2
2023-01-02 19:00:00,37.144,0.0,129.83,0.12983,37.144,19,0,0,1,2
2023-01-02 20:00:00,40.324,0.0,141.27,0.14127,40.324,20,0,0,1,2
2023-01-02 21:00:00,46.001,0.0,150.21,0.15021,46.001,21,0,0,1,2
2023-01-02 22:00:00,44.057,0.0,127.37,0.12737,44.057,22,0,0,1,2
2023-01-02 23:00:00,34.156,0.0,122.89,0.12289,34.156,23,0,0,1,2
2023-01-03 00:00:00,34.373,0.0,137.88,0.13788,34.373,0,1,0,1,3
2023-01-03 01:00:00,30.117,0.0,116.97,0.11697,30.117,1,1,0,1,3
2023-01-03 02:00:00,28.963,0.0,98.79,0.09879,28.963,2,1,0,1,3
2023-01-03 03:00:00,26.109,0.0,110.43,0.11043,26.109,3,1,0,1,3
2023-01-03 04:00:00,30.235,0.0,111.74,0.11174,30.235,4,1,0,1,3
2023-01-03 05:00:00,27.139,0.0,114.78,0.11478,27.139,5,1,0,1,3
2023-01-03 06:00:00,48.257,0.0,142.92,0.14292,48.257,6,1,0,1,3
2023-01-03 07:00:00,45.543,2.049,116.47,0.11647,43.494,7,1,0,1,3
2023-01-03 08:00:00,61.155,2.26,104.99,0.10499,58.895,8,1,0,1,3
2023-01-03 09:00:00,72.159,4.87,98.07,0.09807,67.289,9,1,0,1,3
2023-01-03 10:00:00,66.102,6.657,118.14,0.11814,59.445,10,1,0,1,3
2023-01-03 11:00:00,64.208,6.249,113.78,0.11378,57.959,11,1,0,1,3
2023-01-03 12:00:00,65.508,6.902,96.1,0.0961,58.606,12,1,0,1,3
2023-01-03 13:00:00,68.324,7.096,107.59,0.10759,61.228,13,1,0,1,3
2023-01-03 14:00:00,66.049,5.925,95.25,0.09525,60.124,14,1,0,1,3
2023-01-03 15:00:00,65.134,7.323,101.91,0.10191,57.811,15,1,0,1,3
2023-01-03 16:00:00,69.825,5.419,96.85,0.09685,64.406,16,1,0,1,3
2023-01-03 17:00:00,64.154,3.105,114.71,0.11471,61.049,17,1,0,1,3
2023-01-03 18:00:00,71.331,1.352,136.75,0.13675,69.979,18,1,0,1,3
2023-01-03 19:00:00,37.447,0.0,154.95,0.15495,37.447,19,1,0,1,3
2023-01-03 20:00:00,34.009,0.0,134.14,0.13414,34.009,20,1,0,1,3
2023-01-03 21:00:00,34.429,0.0,141.82,0.14182,34.429,21,1,0,1,3
2023-01-03 22:00:00,39.972,0.0,151.31,0.15131,39.972,22,1,0,1,3
2023-01-03 23:00:00,28.912,0.0,120.65,0.12065,28.912,23,1,0,1,3
2023-01-04 00:00:00,35.418,0.0,98.58,0.09858,35.418,0,2,0,1,4
2023-01-04 01:00:00,29.532,0.0,106.09,0.10609,29.532,1,2,0,1,4
2023-01-04 02:00:00,36.365,0.0,106.47,0.10647,36.365,2,2,0,1,4
2023-01-04 03:00:00,26.807,0.0,118.33,0.11833,26.807,3,2,0,1,4
2023-01-04 04:00:00,29.838,0.0,122.2,0.1222,29.838,4,2,0,1,4
2023-01-04 05:00:00,26.305,0.0,127.91,0.12791,26.305,5,2,0,1,4
2023-01-04 06:00:00,45.485,0.0,125.14,0.12514,45.485,6,2,0,1,4
2023-01-04 07:00:00,44.332,2.074,125.98,0.12598,42.258,7,2,0,1,4
2023-01-04 08:00:00,66.633,4.263,129.81,0.12981,62.37,8,2,0,1,4
2023-01-04 09:00:00,66.312,5.829,110.21,0.11021,60.483,9,2,0,1,4
2023-01-04 10:00:00,64.455,6.832,115.72,0.11572,57.623,10,2,0,1,4
2023-01-04 11:00:00,65.968,7.435,124.67,0.12467,58.533,11,2,0,1,4
2023-01-04 12:00:00,68.709,4.429,93.58,0.09358,64.28,12,2,0,1,4
2023-01-04 13:00:00,62.097,3.395,105.03,0.10503,58.702,13,2,0,1,4
2023-01-04 14:00:00,62.975,7.592,66.59,0.06659,55.383,14,2,0,1,4
2023-01-04 15:00:00,67.117,5.848,88.33,0.08833,61.269,15,2,0,1,4
2023-01-04 16:00:00,73.631,5.181,81.59,0.08159,68.45,16,2,0,1,4
2023-01-04 17:00:00,65.824,3.28,124.07,0.12407,62.544,17,2,0,1,4
2023-01-04 18:00:00,63.673,1.877,122.75,0.12275,61.796,18,2,0,1,4
2023-01-04 19:00:00,41.726,0.0,128.19,0.12819,41.726,19,2,0,1,4
2023-01-04 20:00:00,43.631,0.0,143.58,0.14358,43.631,20,2,0,1,4
2023-01-04 21:00:00,40.576,0.0,155.55,0.15555,40.576,21,2,0,1,4
2023-01-04 22:00:00,38.289,0.0,134.2,0.1342,38.289,22,2,0,1,4
2023-01-04 23:00:00,33.358,0.0,105.46,0.10546,33.358,23,2,0,1,4
2023-01-05 00:00:00,30.242,0.0,105.1,0.1051,30.242,0,3,0,1,5
2023-01-05 01:00:00,29.222,0.0,120.69,0.12069,29.222,1,3,0,1,5
2023-01-05 02:00:00,30.476,0.0,100.56,0.10056,30.476,2,3,0,1,5
2023-01-05 03:00:00,28.382,0.0,106.2,0.1062,28.382,3,3,0,1,5
2023-01-05 04:00:00,32.702,0.0,118.64,0.11864,32.702,4,3,0,1,5
2023-01-05 05:00:00,24.296,0.0,110.77,0.11077,24.296,5,3,0,1,5
2023-01-05 06:00:00,39.505,0.0,106.38,0.10638,39.505,6,3,0,1,5
2023-01-05 07:00:00,45.138,1.981,97.88,0.09788,43.157,7,3,0,1,5
2023-01-05 08:00:00,63.526,3.088,126.98,0.12698,60.438,8,3,0,1,5
2023-01-05 09:00:00,67.038,3.63,144.4,0.1444,63.408,9,3,0,1,5
2023-01-05 10:00:00,65.563,7.568,115.17,0.11517,57.995,10,3,0,1,5
2023-01-05 11:00:00,64.131,5.903,100.83,0.10083,58.228,11,3,0,1,5
2023-01-05 12:00:00,64.994,6.957,118.96,0.11896,58.037,12,3,0,1,5
2023-01-05 13:00:00,66.866,6.697,253.04,0.25304,60.169,13,3,0,1,5
2023-01-05 14:00:00,63.509,8.598,87.98,0.08798,54.911,14,3,0,1,5
2023-01-05 15:00:00,68.037,3.469,94.15,0.09415,64.568,15,3,0,1,5
2023-01-05 16:00:00,62.718,6.098,116.94,0.11694,56.62,16,3,0,1,5
2023-01-05 17:00:00,70.095,3.602,110.1,0.1101,66.493,17,3,0,1,5
2023-01-05 18:00:00,65.364,1.985,120.2,0.1202,63.379,18,3,0,1,5
2023-01-05 19:00:00,44.895,0.0,142.17,0.14217,44.895,19,3,0,1,5
2023-01-05 20:00:00,39.836,0.0,158.65,0.15865,39.836,20,3,0,1,5
2023-01-05 21:00:00,40.237,0.0,167.07,0.16707,40.237,21,3,0,1,5
2023-01-05 22:00:00,39.367,0.0,130.03,0.13003,39.367,22,3,0,1,5
2023-01-05 23:00:00,27.626,0.0,120.56,0.12056,27.626,23,3,0,1,5
2023-01-06 00:00:00,33.66,0.0,109.96,0.10996,33.66,0,4,0,1,6
2023-01-06 01:00:00,33.859,0.0,104.74,0.10474,33.859,1,4,0,1,6
2023-01-06 02:00:00,29.52,0.0,98.64,0.09864,29.52,2,4,0,1,6
2023-01-06 03:00:00,31.787,0.0,101.36,0.10136,31.787,3,4,0,1,6
2023-01-06 04:00:00,31.006,0.0,119.93,0.11993,31.006,4,4,0,1,6
2023-01-06 05:00:00,27.017,0.0,105.84,0.10584,27.017,5,4,0,1,6
2023-01-06 06:00:00,40.194,0.0,112.51,0.11251,40.194,6,4,0,1,6
2023-01-06 07:00:00,44.026,1.184,129.21,0.12921,42.842,7,4,0,1,6
2023-01-06 08:00:00,66.902,2.186,116.19,0.11619,64.716,8,4,0,1,6
2023-01-06 09:00:00,68.644,5.742,126.07,0.12607,62.902,9,4,0,1,6
2023-01-06 10:00:00,65.101,4.917,110.71,0.11071,60.184,10,4,0,1,6
2023-01-06 11:00:00,63.293,5.376,121.74,0.12174,57.917,11,4,0,1,6
2023-01-06 12:00:00,63.107,7.411,104.55,0.10455,55.696,12,4,0,1,6
2023-01-06 13:00:00,64.24,6.645,109.8,0.1098,57.595,13,4,0,1,6
2023-01-06 14:00:00,68.237,7.003,102.63,0.10263,61.234,14,4,0,1,6
2023-01-06 15:00:00,65.933,3.024,82.14,0.08214,62.909,15,4,0,1,6
2023-01-06 16:00:00,65.921,5.558,100.85,0.10085,60.363,16,4,0,1,6
2023-01-06 17:00:00,63.537,3.49,103.59,0.10359,60.047,17,4,0,1,6
2023-01-06 18:00:00,60.856,1.708,132.6,0.1326,59.148,18,4,0,1,6
2023-01-06 19:00:00,40.954,0.0,267.27,0.26727,40.954,19,4,0,1,6
2023-01-06 20:00:00,43.254,0.0,146.6,0.1466,43.254,20,4,0,1,6
2023-01-06 21:00:00,39.018,0.0,149.85,0.14985,39.018,21,4,0,1,6
2023-01-06 22:00:00,36.077,0.0,144.68,0.14468,36.077,22,4,0,1,6
2023-01-06 23:00:00,28.479,0.0,121.44,0.12144,28.479,23,4,0,1,6
2023-01-07 00:00:00,18.87,0.0,97.72,0.09772,18.87,0,5,1,1,7
2023-01-07 01:00:00,25.489,0.0,107.84,0.10784,25.489,1,5,1,1,7
2023-01-07 02:00:00,29.145,0.0,120.66,0.12066,29.145,2,5,1,1,7
2023-01-07 03:00:00,27.124,0.0,90.28,0.09028,27.124,3,5,1,1,7
2023-01-07 04:00:00,31.622,0.0,98.24,0.09824,31.622,4,5,1,1,7
2023-01-07 05:00:00,22.238,0.0,106.35,0.10635,22.238,5,5,1,1,7
2023-01-07 06:00:00,29.465,0.0,121.2,0.1212,29.465,6,5,1,1,7
2023-01-07 07:00:00,31.359,1.703,131.2,0.1312,29.656,7,5,1,1,7
2023-01-07 08:00:00,54.433,4.278,133.01,0.13301,50.155,8,5,1,1,7
2023-01-07 09:00:00,53.131,4.421,111.75,0.11175,48.71,9,5,1,1,7
2023-01-07 10:00:00,53.704,7.61,112.81,0.11281,46.094,10,5,1,1,7
2023-01-07 11:00:00,49.495,7.589,112.57,0.11257,41.906,11,5,1,1,7
2023-01-07 12:00:00,50.067,8.735,79.98,0.07998,41.332,12,5,1,1,7
2023-01-07 13:00:00,50.434,8.261,97.64,0.09764,42.173,13,5,1,1,7
2023-01-07 14:00:00,50.457,8.646,90.89,0.09089,41.811,14,5,1,1,7
2023-01-07 15:00:00,52.28,4.954,90.85,0.09085,47.326,15,5,1,1,7
2023-01-07 16:00:00,51.921,5.777,87.94,0.08794,46.144,16,5,1,1,7
2023-01-07 17:00:00,51.082,4.232,75.94,0.07594,46.85,17,5,1,1,7
2023-01-07 18:00:00,53.611,2.213,130.69,0.13069,51.398,18,5,1,1,7
2023-01-07 19:00:00,34.142,0.0,122.13,0.12213,34.142,19,5,1,1,7
2023-01-07 20:00:00,26.849,0.0,139.31,0.13931,26.849,20,5,1,1,7
2023-01-07 21:00:00,28.201,0.0,142.13,0.14213,28.201,21,5,1,1,7
2023-01-07 22:00:00,31.112,0.0,137.33,0.13733,31.112,22,5,1,1,7
2023-01-07 23:00:00,24.003,0.0,107.25,0.10725,24.003,23,5,1,1,7
2023-01-08 00:00:00,28.569,0.0,90.98,0.09098,28.569,0,6,1,1,8
2023-01-08 01:00:00,26.24,0.0,112.82,0.11282,26.24,1,6,1,1,8
2023-01-08 02:00:00,24.461,0.0,92.85,0.09285,24.461,2,6,1,1,8
2023-01-08 03:00:00,24.049,0.0,95.22,0.09522,24.049,3,6,1,1,8
2023-01-08 04:00:00,28.424,0.0,100.49,0.10049,28.424,4,6,1,1,8
2023-01-08 05:00:00,27.992,0.0,82.81,0.08281,27.992,5,6,1,1,8
2023-01-08 06:00:00,34.63,0.0,115.43,0.11543,34.63,6,6,1,1,8
2023-01-08 07:00:00,34.484,2.164,102.32,0.10232,32.32,7,6,1,1,8
2023-01-08 08:00:00,51.361,1.79,96.21,0.09621,49.571,8,6,1,1,8
2023-01-08 09:00:00,54.632,5.372,116.23,0.11623,49.26,9,6,1,1,8
2023-01-08 10:00:00,52.058,5.581,127.92,0.12792,46.477,10,6,1,1,8
2023-01-08 11:00:00,49.903,8.243,112.7,0.1127,41.66,11,6,1,1,8
2023-01-08 12:00:00,51.318,7.043,94.13,0.09413,44.275,12,6,1,1,8
2023-01-08 13:00:00,51.858,8.025,85.47,0.08547,43.833,13,6,1,1,8
2023-01-08 14:00:00,51.755,5.224,105.62,0.10562,46.531,14,6,1,1,8
2023-01-08 15:00:00,48.603,7.556,99.77,0.09977,41.047,15,6,1,1,8
2023-01-08 16:00:00,52.652,4.886,111.84,0.11184,47.766,16,6,1,1,8
2023-01-08 17:00:00,46.586,3.89,116.03,0.11603,42.696,17,6,1,1,8
2023-01-08 18:00:00,55.127,2.219,117.9,0.1179,52.908,18,6,1,1,8
2023-01-08 19:00:00,32.226,0.0,138.88,0.13888,32.226,19,6,1,1,8
2023-01-08 20:00:00,33.101,0.0,150.07,0.15007,33.101,20,6,1,1,8
2023-01-08 21:00:00,33.393,0.0,149.31,0.14931,33.393,21,6,1,1,8
2023-01-08 22:00:00,26.189,0.0,133.85,0.13385,26.189,22,6,1,1,8
2023-01-08 23:00:00,27.088,0.0,121.28,0.12128,27.088,23,6,1,1,8
2023-01-09 00:00:00,28.356,0.0,120.63,0.12063,28.356,0,0,0,1,9
2023-01-09 01:00:00,31.671,0.0,105.07,0.10507,31.671,1,0,0,1,9
2023-01-09 02:00:00,28.06,0.0,112.31,0.11231,28.06,2,0,0,1,9
2023-01-09 03:00:00,33.964,0.0,118.94,0.11894,33.964,3,0,0,1,9
2023-01-09 04:00:00,28.594,0.0,105.63,0.10563,28.594,4,0,0,1,9
2023-01-09 05:00:00,27.305,0.0,104.98,0.10498,27.305,5,0,0,1,9
2023-01-09 06:00:00,46.593,0.0,130.79,0.13079,46.593,6,0,0,1,9
2023-01-09 07:00:00,47.105,2.116,172.87,0.17287,44.989,7,0,0,1,9
2023-01-09 08:00:00,59.486,2.615,129.44,0.12944,56.871,8,0,0,1,9
2023-01-09 09:00:00,75.609,4.766,126.19,0.12619,70.843,9,0,0,1,9
2023-01-09 10:00:00,63.808,7.656,107.9,0.1079,56.152,10,0,0,1,9
2023-01-09 11:00:00,64.787,6.999,107.01,0.10701,57.788,11,0,0,1,9
2023-01-09 12:00:00,68.344,8.778,108.17,0.10817,59.566,12,0,0,1,9
2023-01-09 13:00:00,68.738,4.872,102.77,0.10277,63.866,13,0,0,1,9
2023-01-09 14:00:00,68.579,8.139,99.5,0.0995,60.44,14,0,0,1,9
2023-01-09 15:00:00,64.644,7.656,104.29,0.10429,56.988,15,0,0,1,9
2023-01-09 16:00:00,62.992,3.551,101.75,0.10175,59.441,16,0,0,1,9
2023-01-09 17:00:00,63.557,4.323,109.6,0.1096,59.234,17,0,0,1,9
2023-01-09 18:00:00,67.418,2.226,116.01,0.11601,65.192,18,0,0,1,9
2023-01-09 19:00:00,40.712,0.0,145.46,0.14546,40.712,19,0,0,1,9
2023-01-09 20:00:00,37.695,0.0,140.3,0.1403,37.695,20,0,0,1,9
2023-01-09 21:00:00,40.661,0.0,126.61,0.12661,40.661,21,0,0,1,9
2023-01-09 22:00:00,36.848,0.0,115.21,0.11521,36.848,22,0,0,1,9
2023-01-09 23:00:00,29.416,0.0,108.61,0.10861,29.416,23,0,0,1,9
2023-01-10 00:00:00,29.34,0.0,114.96,0.11496,29.34,0,1,0,1,10
2023-01-10 01:00:00,36.231,0.0,109.36,0.10936,36.231,1,1,0,1,10
2023-01-10 02:00:00,29.04,0.0,112.1,0.1121,29.04,2,1,0,1,10
2023-01-10 03:00:00,29.875,0.0,103.06,0.10306,29.875,3,1,0,1,10
2023-01-10 04:00:00,31.487,0.0,221.2,0.2212,31.487,4,1,0,1,10
2023-01-10 05:00:00,29.464,0.0,107.59,0.10759,29.464,5,1,0,1,10
2023-01-10 06:00:00,44.172,0.0,97.72,0.09772,44.172,6,1,0,1,10
2023-01-10 07:00:00,43.619,0.875,129.22,0.12922,42.744,7,1,0,1,10
2023-01-10 08:00:00,73.053,3.283,126.47,0.12647,69.77,8,1,0,1,10
2023-01-10 09:00:00,66.573,5.561,112.47,0.11247,61.012,9,1,0,1,10
2023-01-10 10:00:00,69.241,6.784,117.95,0.11795,62.457,10,1,0,1,10
2023-01-10 11:00:00,62.068,8.727,122.97,0.12297,53.341,11,1,0,1,10
2023-01-10 12:00:00,66.553,5.541,118.68,0.11868,61.012,12,1,0,1,10
2023-01-10 13:00:00,66.681,9.265,91.67,0.09167,57.416,13,1,0,1,10
2023-01-10 14:00:00,68.871,5.813,162.82,0.16282,63.058,14,1,0,1,10
2023-01-10 15:00:00,69.274,5.065,102.24,0.10224,64.209,15,1,0,1,10
2023-01-10 16:00:00,70.334,4.336,101.83,0.10183,65.998,16,1,0,1,10
2023-01-10 17:00:00,66.895,3.725,107.53,0.10753,63.17,17,1,0,1,10
2023-01-10 18:00:00,66.291,2.234,123.34,0.12334,64.057,18,1,0,1,10
2023-01-10 19:00:00,35.833,0.0,141.02,0.14102,35.833,19,1,0,1,10
2023-01-10 20:00:00,44.039,0.0,149.21,0.14921,44.039,20,1,0,1,10
2023-01-10 21:00:00,38.451,0.0,145.51,0.14551,38.451,21,1,0,1,10
2023-01-10 22:00:00,38.672,0.0,129.51,0.12951,38.672,22,1,0,1,10
2023-01-10 23:00:00,32.595,0.0,121.79,0.12179,32.595,23,1,0,1,10
2023-01-11 00:00:00,25.74,0.0,109.35,0.10935,25.74,0,2,0,1,11
2023-01-11 01:00:00,25.317,0.0,112.76,0.11276,25.317,1,2,0,1,11
2023-01-11 02:00:00,26.017,0.0,103.18,0.10318,26.017,2,2,0,1,11
2023-01-11 03:00:00,27.733,0.0,107.07,0.10707,27.733,3,2,0,1,11
2023-01-11 04:00:00,31.147,0.0,128.82,0.12882,31.147,4,2,0,1,11
2023-01-11 05:00:00,30.753,0.0,119.95,0.11995,30.753,5,2,0,1,11
2023-01-11 06:00:00,39.799,0.0,116.12,0.11612,39.799,6,2,0,1,11
2023-01-11 07:00:00,47.087,1.463,113.99,0.11399,45.624,7,2,0,1,11
2023-01-11 08:00:00,61.684,2.238,102.08,0.10208,59.446,8,2,0,1,11
2023-01-11 09:00:00,69.06,4.337,139.22,0.13922,64.723,9,2,0,1,11
2023-01-11 10:00:00,63.207,5.823,114.02,0.11402,57.384,10,2,0,1,11
2023-01-11 11:00:00,72.968,8.46,100.1,0.1001,64.508,11,2,0,1,11
2023-01-11 12:00:00,69.3,8.557,98.96,0.09896,60.743,12,2,0,1,11
2023-01-11 13:00:00,67.437,6.769,93.97,0.09397,60.668,13,2,0,1,11
2023-01-11 14:00:00,65.472,6.375,101.89,0.10189,59.097,14,2,0,1,11
2023-01-11 15:00:00,70.243,6.727,89.17,0.08917,63.516,15,2,0,1,11
2023-01-11 16:00:00,62.081,5.705,96.41,0.09641,56.376,16,2,0,1,11
2023-01-11 17:00:00,68.889,4.352,112.02,0.11202,64.537,17,2,0,1,11
2023-01-11 18:00:00,69.974,1.999,127.39,0.12739,67.975,18,2,0,1,11
2023-01-11 19:00:00,47.268,0.0,138.4,0.1384,47.268,19,2,0,1,11
2023-01-11 20:00:00,40.013,0.0,143.47,0.14347,40.013,20,2,0,1,11
2023-01-11 21:00:00,38.767,0.0,130.53,0.13053,38.767,21,2,0,1,11
2023-01-11 22:00:00,35.609,0.0,113.22,0.11322,35.609,22,2,0,1,11
2023-01-11 23:00:00,27.712,0.0,133.08,0.13308,27.712,23,2,0,1,11
2023-01-12 00:00:00,38.105,0.0,106.37,0.10637,38.105,0,3,0,1,12
2023-01-12 01:00:00,29.553,0.0,116.3,0.1163,29.553,1,3,0,1,12
2023-01-12 02:00:00,30.276,0.0,95.69,0.09569,30.276,2,3,0,1,12
2023-01-12 03:00:00,27.549,0.0,118.28,0.11828,27.549,3,3,0,1,12
2023-01-12 04:00:00,28.198,0.0,107.36,0.10736,28.198,4,3,0,1,12
2023-01-12 05:00:00,31.208,0.0,97.53,0.09753,31.208,5,3,0,1,12
2023-01-12 06:00:00,45.176,0.0,127.88,0.12788,45.176,6,3,0,1,12
2023-01-12 07:00:00,36.2,2.249,121.6,0.1216,33.951,7,3,0,1,12
2023-01-12 08:00:00,69.346,4.265,130.49,0.13049,65.081,8,3,0,1,12
2023-01-12 09:00:00,62.735,5.244,121.58,0.12158,57.491,9,3,0,1,12
2023-01-12 10:00:00,63.328,5.817,123.27,0.12327,57.511,10,3,0,1,12
2023-01-12 11:00:00,65.998,8.182,104.79,0.10479,57.816,11,3,0,1,12
2023-01-12 12:00:00,68.693,5.532,107.85,0.10785,63.161,12,3,0,1,12
2023-01-12 13:00:00,68.263,9.33,98.58,0.09858,58.933,13,3,0,1,12
2023-01-12 14:00:00,65.444,6.598,92.22,0.09222,58.846,14,3,0,1,12
2023-01-12 15:00:00,68.879,7.735,86.9,0.0869,61.144,15,3,0,1,12
2023-01-12 16:00:00,65.742,6.232,98.65,0.09865,59.51,16,3,0,1,12
2023-01-12 17:00:00,72.873,3.733,128.69,0.12869,69.14,17,3,0,1,12
2023-01-12 18:00:00,69.496,2.249,135.84,0.13584,67.247,18,3,0,1,12
2023-01-12 19:00:00,42.976,0.0,143.47,0.14347,42.976,19,3,0,1,12
2023-01-12 20:00:00,44.471,0.0,144.11,0.14411,44.471,20,3,0,1,12
2023-01-12 21:00:00,44.608,0.0,150.69,0.15069,44.608,21,3,0,1,12
2023-01-12 22:00:00,39.73,0.0,142.06,0.14206,39.73,22,3,0,1,12
2023-01-12 23:00:00,24.269,0.0,114.86,0.11486,24.269,23,3,0,1,12
2023-01-13 00:00:00,28.585,0.0,104.82,0.10482,28.585,0,4,0,1,13
2023-01-13 01:00:00,31.493,0.0,112.92,0.11292,31.493,1,4,0,1,13
2023-01-13 02:00:00,28.508,0.0,117.09,0.11709,28.508,2,4,0,1,13
2023-01-13 03:00:00,26.837,0.0,108.42,0.10842,26.837,3,4,0,1,13
2023-01-13 04:00:00,25.352,0.0,99.78,0.09978,25.352,4,4,0,1,13
2023-01-13 05:00:00,33.293,0.0,98.17,0.09817,33.293,5,4,0,1,13
2023-01-13 06:00:00,48.424,0.0,128.62,0.12862,48.424,6,4,0,1,13
2023-01-13 07:00:00,48.175,2.143,113.93,0.11393,46.032,7,4,0,1,13
2023-01-13 08:00:00,57.216,2.305,117.43,0.11743,54.911,8,4,0,1,13
2023-01-13 09:00:00,70.56,5.57,122.8,0.1228,64.99,9,4,0,1,13
2023-01-13 10:00:00,64.767,7.268,112.69,0.11269,57.499,10,4,0,1,13
2023-01-13 11:00:00,61.79,5.357,113.08,0.11308,56.433,11,4,0,1,13
2023-01-13 12:00:00,62.964,5.194,105.55,0.10555,57.77,12,4,0,1,13
2023-01-13 13:00:00,67.287,4.272,107.55,0.10755,63.015,13,4,0,1,13
2023-01-13 14:00:00,68.116,8.447,102.85,0.10285,59.669,14,4,0,1,13
2023-01-13 15:00:00,68.314,3.917,80.8,0.0808,64.397,15,4,0,1,13
2023-01-13 16:00:00,66.156,3.884,104.79,0.10479,62.272,16,4,0,1,13
2023-01-13 17:00:00,62.256,4.384,100.67,0.10067,57.872,17,4,0,1,13
2023-01-13 18:00:00,66.483,1.471,140.6,0.1406,65.012,18,4,0,1,13
2023-01-13 19:00:00,36.608,0.0,152.51,0.15251,36.608,19,4,0,1,13
2023-01-13 20:00:00,36.475,0.0,116.31,0.11631,36.475,20,4,0,1,13
2023-01-13 21:00:00,43.428,0.0,160.78,0.16078,43.428,21,4,0,1,13
2023-01-13 22:00:00,35.463,0.0,143.58,0.14358,35.463,22,4,0,1,13
2023-01-13 23:00:00,29.95,0.0,131.39,0.13139,29.95,23,4,0,1,13
2023-01-14 00:00:00,28.748,0.0,111.27,0.11127,28.748,0,5,1,1,14
2023-01-14 01:00:00,30.501,0.0,106.94,0.10694,30.501,1,5,1,1,14
